65.214.44.188 - - [05/Jun/2006:06:21:26 -0400] "GET / HTTP/1.0" 200 16180 "-" "Mozilla/2.0 (compatible; Ask Jeeves/Teoma; +http://about.ask.com/en/docs/about/webmasters.shtml)"
68.93.211.5 - - [05/Jun/2006:16:08:52 -0400] "GET /pix/ttys.gif HTTP/1.1" 200 484 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:52 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:52 -0400] "GET /favicon.ico HTTP/1.1" 404 1461 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:52 -0400] "GET /images/splash_shade_top.gif HTTP/1.1" 200 331 "http://www.menziessearch.com/favicon.ico" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:52 -0400] "GET /images/splash_filler1.gif HTTP/1.1" 200 1640 "http://www.menziessearch.com/favicon.ico" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:52 -0400] "GET /images/splash_shade_bottom.gif HTTP/1.1" 200 424 "http://www.menziessearch.com/favicon.ico" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:52 -0400] "GET /images/splash_bottom.gif HTTP/1.1" 200 1998 "http://www.menziessearch.com/favicon.ico" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:52 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:52 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /02candidates.html HTTP/1.1" 200 16658 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /menzies.css HTTP/1.1" 200 1397 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/photo_candidates.jpg HTTP/1.1" 200 3939 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/button_home.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/inthissection.gif HTTP/1.1" 200 591 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/title_candidates.gif HTTP/1.1" 200 1075 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/sidebutton_2a.gif HTTP/1.1" 200 1248 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/sidebutton_2c.gif HTTP/1.1" 200 434 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/sidebutton_2d.gif HTTP/1.1" 200 784 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/back1line.gif HTTP/1.1" 200 67 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/sidebutton_2a-over.gif HTTP/1.1" 200 1187 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/sidebutton_2b-over.gif HTTP/1.1" 200 660 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/sidebutton_2c-over.gif HTTP/1.1" 200 372 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:56 -0400] "GET /pix/sidebutton_2d-over.gif HTTP/1.1" 200 725 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [05/Jun/2006:16:08:58 -0400] "GET /02candidates/023jobs.html HTTP/1.1" 200 21653 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
66.167.68.1 - - [05/Jun/2006:16:10:08 -0400] "GET /index.html HTTP/1.1" 200 16180 "http://www.google.com/search?hl=en&q=menzies+search&btnG=Google+Search" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:08 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:08 -0400] "GET /pix/logo.gif HTTP/1.1" 200 1499 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:08 -0400] "GET /pix/photo_home.jpg HTTP/1.1" 200 6177 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/redpixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/hjhl.gif HTTP/1.1" 200 534 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/afaik.gif HTTP/1.1" 200 567 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:09 -0400] "GET /pix/fwiw.gif HTTP/1.1" 200 531 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:10 -0400] "GET /pix/ttys.gif HTTP/1.1" 200 484 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:10 -0400] "GET /favicon.ico HTTP/1.1" 404 1461 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:10 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:10 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:10 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:40 -0400] "GET /02candidates/023jobs.html HTTP/1.1" 200 21653 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:40 -0400] "GET /menzies.css HTTP/1.1" 200 1397 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:41 -0400] "GET /pix/back1line.gif HTTP/1.1" 200 67 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:41 -0400] "GET /pix/photo_candidates.jpg HTTP/1.1" 200 3939 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:41 -0400] "GET /pix/button_home.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:41 -0400] "GET /pix/graypixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:41 -0400] "GET /pix/title_candidates.gif HTTP/1.1" 200 1075 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:41 -0400] "GET /pix/inthissection.gif HTTP/1.1" 200 591 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:41 -0400] "GET /pix/sidebutton_2a.gif HTTP/1.1" 200 1248 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:41 -0400] "GET /pix/sidebutton_2b.gif HTTP/1.1" 200 718 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:41 -0400] "GET /pix/sidebutton_2c-over.gif HTTP/1.1" 200 372 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:42 -0400] "GET /pix/sidebutton_2d.gif HTTP/1.1" 200 784 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:42 -0400] "GET /pix/sidebutton_2a-over.gif HTTP/1.1" 200 1187 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:42 -0400] "GET /pix/sidebutton_2b-over.gif HTTP/1.1" 200 660 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:10:42 -0400] "GET /pix/sidebutton_2d-over.gif HTTP/1.1" 200 725 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:11:03 -0400] "GET /02candidates.html HTTP/1.1" 200 16658 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:11:03 -0400] "GET /pix/sidebutton_2c.gif HTTP/1.1" 200 434 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:11:24 -0400] "GET /02candidates/021steps.html HTTP/1.1" 200 21037 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
66.167.68.1 - - [05/Jun/2006:16:12:15 -0400] "GET /024contact.html HTTP/1.1" 200 22833 "http://www.menziessearch.com/02candidates.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/85.8.5 (KHTML, like Gecko) Safari/85.8.1"
199.199.204.10 - - [05/Jun/2006:17:31:45 -0400] "GET /index.html HTTP/1.1" 200 16180 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:46 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:46 -0400] "GET /pix/photo_home.jpg HTTP/1.1" 200 6177 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:46 -0400] "GET /pix/logo.gif HTTP/1.1" 200 1499 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:46 -0400] "GET /pix/redpixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:47 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:47 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:47 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:47 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:47 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:47 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:47 -0400] "GET /pix/hjhl.gif HTTP/1.1" 200 534 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:47 -0400] "GET /pix/afaik.gif HTTP/1.1" 200 567 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:48 -0400] "GET /pix/fwiw.gif HTTP/1.1" 200 531 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:48 -0400] "GET /pix/ttys.gif HTTP/1.1" 200 484 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:48 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:48 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
199.199.204.10 - - [05/Jun/2006:17:31:48 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/index.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418 (KHTML, like Gecko) Safari/417.9.3"
129.33.39.43 - - [05/Jun/2006:17:56:39 -0400] "GET / HTTP/1.0" 200 16180 "-" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:40 -0400] "GET /pix/photo_home.jpg HTTP/1.0" 200 6177 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:40 -0400] "GET /pix/logo.gif HTTP/1.0" 200 1499 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:40 -0400] "GET /pix/button_home-over.gif HTTP/1.0" 200 200 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:40 -0400] "GET /pix/button_employers.gif HTTP/1.0" 200 301 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:41 -0400] "GET /pix/back_home.gif HTTP/1.0" 200 5333 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:41 -0400] "GET /pix/espacio.gif HTTP/1.0" 200 43 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:41 -0400] "GET /pix/ttys.gif HTTP/1.0" 200 484 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:42 -0400] "GET /pix/button_candidates.gif HTTP/1.0" 200 344 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:42 -0400] "GET /pix/hjhl.gif HTTP/1.0" 200 534 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:42 -0400] "GET /pix/fwiw.gif HTTP/1.0" 200 531 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:42 -0400] "GET /pix/slogan.gif HTTP/1.0" 200 1226 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:43 -0400] "GET /pix/redpixel.gif HTTP/1.0" 200 35 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:43 -0400] "GET /pix/button_about.gif HTTP/1.0" 200 223 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:43 -0400] "GET /pix/afaik.gif HTTP/1.0" 200 567 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:43 -0400] "GET /pix/button_employers-over.gif HTTP/1.0" 200 301 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
129.33.39.43 - - [05/Jun/2006:17:56:44 -0400] "GET /pix/button_about-over.gif HTTP/1.0" 200 223 "http://www.menziessearch.com/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; Managed Environment; .NET CLR 1.1.4322)"
