68.142.251.133 - - [08/Jun/2006:07:08:51 -0400] "GET /robots.txt HTTP/1.0" 404 1461 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
205.153.104.12 - - [08/Jun/2006:11:44:34 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://menziessearch.com/02candidates/023jobs.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:34 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://menziessearch.com/02candidates/023jobs.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:34 -0400] "GET /pix/sidebutton_2a-over.gif HTTP/1.1" 200 1187 "http://menziessearch.com/02candidates/023jobs.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:34 -0400] "GET /pix/sidebutton_2b-over.gif HTTP/1.1" 200 660 "http://menziessearch.com/02candidates/023jobs.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:34 -0400] "GET /pix/sidebutton_2d-over.gif HTTP/1.1" 200 725 "http://menziessearch.com/02candidates/023jobs.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:45 -0400] "GET /pix/photo_employer.jpg HTTP/1.1" 200 4582 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:45 -0400] "GET /01employers.html HTTP/1.1" 200 18137 "http://menziessearch.com/02candidates/023jobs.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/title_employers.gif HTTP/1.1" 200 1036 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/3columline.gif HTTP/1.1" 200 193 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/back2line.gif HTTP/1.1" 200 69 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/sidebutton_01a.gif HTTP/1.1" 200 1255 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/sidebutton_01b.gif HTTP/1.1" 200 496 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/sidebutton_01c.gif HTTP/1.1" 200 806 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/whenshoefits.gif HTTP/1.1" 200 673 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/sidebutton_01a-over.gif HTTP/1.1" 200 1196 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/sidebutton_01b-over.gif HTTP/1.1" 200 437 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
205.153.104.12 - - [08/Jun/2006:11:44:46 -0400] "GET /pix/sidebutton_01c-over.gif HTTP/1.1" 200 743 "http://menziessearch.com/01employers.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /013contact.html HTTP/1.1" 200 21971 "http://www.google.com/search?hl=en&q=%22donna+menzies%22+search" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /menzies.css HTTP/1.1" 200 1397 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /pix/photo_employer.jpg HTTP/1.1" 200 4582 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /pix/logo.gif HTTP/1.1" 200 1499 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /pix/redpixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /pix/button_home.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:14 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/graypixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/title_employers.gif HTTP/1.1" 200 1036 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/inthissection.gif HTTP/1.1" 200 591 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/back1line.gif HTTP/1.1" 200 67 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/sidebutton_01a.gif HTTP/1.1" 200 1255 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/sidebutton_01b.gif HTTP/1.1" 200 496 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/sidebutton_01c-over.gif HTTP/1.1" 200 743 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/sidebutton_03a-over.gif HTTP/1.1" 200 436 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:15 -0400] "GET /pix/sidebutton_03b-over.gif HTTP/1.1" 200 490 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:16 -0400] "GET /pix/sidebutton_03c-over.gif HTTP/1.1" 200 442 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:19 -0400] "GET /02candidates.html HTTP/1.1" 200 16658 "http://www.menziessearch.com/013contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:19 -0400] "GET /pix/photo_candidates.jpg HTTP/1.1" 200 3939 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:19 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:19 -0400] "GET /pix/title_candidates.gif HTTP/1.1" 200 1075 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:19 -0400] "GET /pix/sidebutton_2a.gif HTTP/1.1" 200 1248 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:19 -0400] "GET /pix/sidebutton_2b.gif HTTP/1.1" 200 718 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:19 -0400] "GET /pix/sidebutton_2c.gif HTTP/1.1" 200 434 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:19 -0400] "GET /pix/sidebutton_2d.gif HTTP/1.1" 200 784 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:20 -0400] "GET /pix/sidebutton_2a-over.gif HTTP/1.1" 200 1187 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:20 -0400] "GET /pix/sidebutton_2b-over.gif HTTP/1.1" 200 660 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:20 -0400] "GET /pix/sidebutton_2d-over.gif HTTP/1.1" 200 725 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:20 -0400] "GET /pix/sidebutton_2c-over.gif HTTP/1.1" 200 372 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:51:23 -0400] "GET /02candidates/023jobs.html HTTP/1.1" 200 22661 "http://www.menziessearch.com/02candidates.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:52:23 -0400] "GET /menzies.css HTTP/1.1" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:53:32 -0400] "GET /024contact.html HTTP/1.1" 200 22833 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:54:25 -0400] "GET /02candidates/022tips.html HTTP/1.1" 200 19528 "http://www.menziessearch.com/024contact.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:54:29 -0400] "GET /02candidates/021steps.html HTTP/1.1" 200 21037 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
12.40.178.133 - - [08/Jun/2006:11:54:39 -0400] "GET /menzies.css HTTP/1.1" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
209.169.72.158 - - [08/Jun/2006:14:35:22 -0400] "GET / HTTP/1.0" 200 16180 "-" "-"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /pix/photo_home.jpg HTTP/1.1" 200 6177 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /pix/afaik.gif HTTP/1.1" 200 567 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /favicon.ico HTTP/1.1" 404 1461 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /images/splash_shade_top.gif HTTP/1.1" 200 331 "http://www.menziessearch.com/favicon.ico" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /images/were_sorry.gif HTTP/1.1" 200 1103 "http://www.menziessearch.com/favicon.ico" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /images/splash_filler1.gif HTTP/1.1" 200 1640 "http://www.menziessearch.com/favicon.ico" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:42 -0400] "GET /images/splash_bottom.gif HTTP/1.1" 200 1998 "http://www.menziessearch.com/favicon.ico" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:43 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:43 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:43 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:45 -0400] "GET /pix/photo_candidates.jpg HTTP/1.1" 200 3939 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:45 -0400] "GET /pix/graypixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:45 -0400] "GET /pix/sidebutton_2b.gif HTTP/1.1" 200 718 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:45 -0400] "GET /pix/sidebutton_2c-over.gif HTTP/1.1" 200 372 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:45 -0400] "GET /pix/back1line.gif HTTP/1.1" 200 67 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:46 -0400] "GET /pix/sidebutton_2d-over.gif HTTP/1.1" 200 725 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
68.93.211.5 - - [08/Jun/2006:17:09:46 -0400] "GET /pix/sidebutton_2b-over.gif HTTP/1.1" 200 660 "http://www.menziessearch.com/02candidates/023jobs.html" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12"
216.52.215.232 - - [08/Jun/2006:18:55:39 -0400] "GET /index.html HTTP/1.1" 200 16180 "http://www.google.com/search?hl=en&q=communications+recruiter" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:39 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:39 -0400] "GET /pix/logo.gif HTTP/1.1" 200 1499 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:39 -0400] "GET /pix/photo_home.jpg HTTP/1.1" 200 6177 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/redpixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/hjhl.gif HTTP/1.1" 200 534 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/afaik.gif HTTP/1.1" 200 567 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/ttys.gif HTTP/1.1" 200 484 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/fwiw.gif HTTP/1.1" 200 531 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
216.52.215.232 - - [08/Jun/2006:18:55:40 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "http://www.menziessearch.com/index.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)"
4.254.205.239 - - [08/Jun/2006:19:35:34 -0400] "GET / HTTP/1.1" 200 16180 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:35 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:35 -0400] "GET /pix/photo_home.jpg HTTP/1.1" 200 6177 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:35 -0400] "GET /pix/logo.gif HTTP/1.1" 200 1499 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:37 -0400] "GET /pix/redpixel.gif HTTP/1.1" 200 35 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:37 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
4.254.205.239 - - [08/Jun/2006:19:35:37 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "http://www.menziessearch.com/" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/312.8 (KHTML, like Gecko) Safari/312.6"
